city,lat,lon
Москва,55.75,37.61666666666667
Абрамцево,56.21666666666667,37.96666666666667
Апрелевка,55.53333333333333,37.05
Ашитково,55.43333333333333,38.6
Байконур,45.95,63.3
Балашиха,55.8,37.93333333333333
Барыбино,55.266666666666666,37.88333333333333
Белоомут,54.93333333333333,39.333333333333336
Белые Столбы,55.31666666666667,37.85
Бронницы,55.416666666666664,38.25
Вербилки,56.516666666666666,37.6
Верея,55.333333333333336,36.18333333333333
Видное,55.55,37.7
Вождь Пролетариата,55.416666666666664,39.3
Волоколамск,56.03333333333333,35.95
Воскресенск,55.31666666666667,38.666666666666664
Высоковск,56.31666666666667,36.55
Деденево,56.25,37.516666666666666
Дедовск,55.86666666666667,37.13333333333333
Дмитров,56.333333333333336,37.516666666666666
Долгопрудный,55.93333333333333,37.5
Дрезна,55.733333333333334,38.833333333333336
Дубна,56.75,0
Егорьевск,55.38333333333333,39.03333333333333
Жилево,54.96666666666667,38.016666666666666
Загорск,56.3,38.13333333333333
Загорянский,55.916666666666664,37.916666666666664
Зарайск,54.75,38.88333333333333
Звенигород,55.733333333333334,36.85
Зеленоград,55,52.5
Ивантеевка,55.96666666666667,37.916666666666664
Икша,56.166666666666664,37.5
Калининград,54.71666666666667,20.5
Кашира,54.833333333333336,38.15
Керва,55.6,39.56666666666667
Климовск,55.36666666666667,37.53333333333333
Клязьма,56.1681,42.9692
Коломна,55.083333333333336,38.766666666666666
Колюбакино,55.666666666666664,36.53333333333333
Котельники,55.65,37.86666666666667
Красково,55.65,37.983333333333334
Красногорск,55.81666666666667,37.333333333333336
Краснозаводск,56.43333333333333,38.21666666666667
Красный Ткач,55,6.57
Кубинка,55.56666666666667,36.68333333333333
Куровское,55.583333333333336,38.916666666666664
Лесной Городок,55.63333333333333,37.2
Ликино-Дулево,55.7,38.95
Лобня,56.0,37.46666666666667
Лосино-Петровский,55.86666666666667,38.2
Лотошино,56.233333333333334,35.63333333333333
Луховицы,54.96666666666667,39.016666666666666
Лыткарино,55.583333333333336,37.9
Люберцы,55.666666666666664,37.88333333333333
Малаховка,55.63333333333333,38.0
Можайск,55.5,36.03333333333333
Монино,55.833333333333336,38.18333333333333
Мытищи,55.916666666666664,37.733333333333334
Нарофоминск,55.38333333333333,36.733333333333334
Нахабино,55.833333333333336,37.166666666666664
Новобратцевский,55.85,37.38333333333333
Ногинск,55.85,38.43333333333333
Одинцово,55.666666666666664,37.266666666666666
Озеры,54,28.35
Орехово-Зуево,55.8,38.96666666666667
Павловский Посад,55.78333333333333,38.65
Пироговский,55.96666666666667,37.733333333333334
Подольск,55.416666666666664,37.53333333333333
Правдинский,56,54.33
Протвино,54.86666666666667,37.2
Пушкино,56.016666666666666,37.85
Пущино,54.833333333333336,37.61666666666667
Радовицкий,55,45.34
Раменское,55.56666666666667,38.21666666666667
Реутов,55,38.2
Рублево,55.78333333333333,37.35
Руза,55.68333333333333,36.18333333333333
Сергиев Посад,56.3,38.13333333333333
Серебряные Пруды,54.46666666666667,38.71666666666667
Серпухов,54.916666666666664,37.4
Солнечногорск,56.185114,0
Софрино,56.13333333333333,37.916666666666664
Старая Купавна,55.8,38.18333333333333
Старбеево,55.916666666666664,37.46666666666667
Ступино,54.88333333333333,38.06666666666667
Сходня,55.95,37.3
Талдом,56.733333333333334,37.53333333333333
Темпы,56.63333333333333,37.28333333333333
Томилино,55.65,37.95
Туголесский Бор,55.55,39.8
Тучково,55.6,36.46666666666667
Фосфоритный,55.333333333333336,38.88333333333333
Фрязино,55.95,38.05
Фряново,56.13333333333333,38.43333333333333
Химки,55.88333333333333,37.43333333333333
Хотьково,56.25,37.983333333333334
Черноголовка,56.0,38.38333333333333
Черусти,55.55,40.0
Шатурторф,55.56666666666667,39.416666666666664
Щелково,55.916666666666664,38.0
Щербинка,55.5,37.56666666666667
Электрогорск,55.88333333333333,38.78333333333333
Электросталь,55.8,38.45
Электроугли,55.71666666666667,38.21666666666667
Яхрома,56.28333333333333,37.483333333333334
Санкт-Петербург,59.95,30.316666666666666
Бокситогорск,59.473576,0
Большая Ижора,59.945657,0
Будогощь,59.285569,0
Волосово,59.447275,0
Волхов,60.1289,32.3319
Всеволожск,60.021321,0
Выборг,60.710496,0
Вырица,59.413893,0
Высоцк,60.625604,0
Гатчина,59.568410,0
Ефимовский,59.497578,0
Ивангород,59.376490,0
Каменногорск,60.950810,0
Кикерино,59.45,29.616666666666667
Кингисепп,59.378053,0
Кириши,59.449695,0
Кобринское,59.426286,0
Колпино,59.75,30.6
Кронштадт,60.0,29.766666666666666
Лисий Нос,60.0,30.0
Лодейное Поле,60.734305,0
Луга,58.733333333333334,29.85
Парголово,60.083333333333336,30.25
Петродворец,59.88333333333333,29.9
Пикалёво,59.512684,0
Подпорожье,60.912097,0
Приозерск,61.035979,0
Сестрорецк,60.1,29.966666666666665
Тихвин,59.644213,0
Тосно,59.541179,0
Шлиссельбург,59.944959,0
Адыгейск,44.884525,0
Майкоп,44.611,0
Акутиха,52.43333333333333,84.46666666666667
Алейск,52.5,82.78333333333333
Алтайский,50,22.24
Барнаул,53,50.5
Белово,54.416666666666664,86.3
Белокуриха,52.0,84.98333333333333
Бийск,52.516666666666666,85.16666666666667
Благовещенск,50.25,127.53333333333333
Бурсоль,53.166666666666664,78.45
Горно-Алтайск,51.96,0
Ельцовка,54.3377,82.0114
Заринск,53.7,84.91666666666667
Змеиногорск,51.166666666666664,82.16666666666667
Камень-на-Оби,53.78333333333333,81.33333333333333
Кош-Агач,49.983333333333334,88.65
Кытманово,53.46666666666667,85.46666666666667
Новичиха,52.21666666666667,81.4
Новоалтайск,53.4,83.93333333333334
Онгудай,50.733333333333334,86.13333333333334
Ребриха,53.083333333333336,82.33333333333333
Рубцовск,51,38
Солонешное,51.65,84.31666666666666
Солтон,52.833333333333336,86.46666666666667
Табуны,52.766666666666666,78.76666666666667
Тальменка,53.81666666666667,83.55
Топчиха,52.81666666666667,83.11666666666666
Турочак,52.25,87.11666666666666
Тюменцево,53.31666666666667,81.51666666666667
Угловское,51.35,80.18333333333334
Усть-Калманка,52.11666666666667,83.31666666666666
Усть-Кокса,50.266666666666666,85.6
Усть-Улаган,50.61666666666667,87.95
Усть-Чарышская Пристань,52.4,83.65
Айгунь,49.978,127.490
Архара,49.416666666666664,130.06666666666666
Возжаевка,50.71666666666667,128.71666666666667
Ерофей Павлович,53.95,121.95
Завитинск,50.11666666666667,129.43333333333334
Златоустовск,52.95,133.58333333333334
Коболдо,52.963324,0
Магдагачи,53.45,125.8
Новобурейский,49.8,129.86666666666667
Райчихинск,49.8,129.4
Ромны,50.742812790184374,
Серышево,51.11666666666667,128.33333333333334
Сковородино,53.983333333333334,123.93333333333334
Тында,55.15,124.71666666666667
Шимановск,52.0,127.66666666666667
Экимчан,53.069024,0
Амдерма,69.75,61.666666666666664
Архангельск,64.55,40.53333333333333
Вельск,61.06666666666667,42.1
Верхняя Тойма,62.25,45.016666666666666
Вычегодский,61.233333333333334,46.88333333333333
Ильинско-Подомское,61.11666666666667,47.96666666666667
Каргополь,61.5,38.93333333333333
Карпогоры,64.0,44.43333333333333
Коноша,60.96666666666667,40.233333333333334
Коряжма,61.3,47.166666666666664
Котлас,61.25,46.65
Лешуконское,64.9,45.766666666666666
Нарьян-Мар,67.63333333333334,53.0
Новодвинск,64.41666666666667,40.81666666666667
Няндома,61.666666666666664,40.2
Северодвинск,64.56666666666666,39.85
Сольвычегодск,61.333333333333336,46.916666666666664
Холмогоры,64.21666666666667,41.65
Шенкурск,62.1,42.9
Яренск,62.166666666666664,49.1
Астрахань,46.333333333333336,48.03333333333333
Ахтубинск,48.28333333333333,46.166666666666664
Верхний Баскунчак,48.21666666666667,46.71666666666667
Енотаевка,47.233333333333334,47.016666666666666
Икряное,46.083333333333336,47.71666666666667
Камызяк,46.1,48.06666666666667
Капустин Яр,48,55.89
Началово,46.333333333333336,48.18333333333333
Харабали,47.4,47.25
Черный Яр,48.05,46.1
Баймак,52.583333333333336,58.31666666666667
Белебей,54.1,54.13333333333333
Белорецк,53.96666666666667,58.4
Бижбуляк,53.68333333333333,54.266666666666666
Бирск,55.416666666666664,55.53333333333333
Большеустьикинское,55.945322,0
Бураево,55.833333333333336,55.4
Верхнеяркеево,55.445837,0
Верхние Киги,55.405332,0
Верхние Татышлы,56.290275,0
Верхний Авзян,53.516666666666666,57.53333333333333
Давлеканово,54.21666666666667,55.03333333333333
Дюртюли,55.483333333333334,54.86666666666667
Ермекеево,54.06666666666667,53.666666666666664
Зилаир,52.21666666666667,57.43333333333333
Зирган,53.21666666666667,55.916666666666664
Иглино,54.8313,0
Инзер,54.5125,56.5086
Исянгулово,52.18333333333333,56.56666666666667
Ишимбай,53.45,56.03333333333333
Кананикольское,52.766666666666666,57.46666666666667
Кандры,54.55,54.11666666666667
Караидель,55.837746,0
Караидельский,55,12.4
Киргиз-Мияки,53.6345,0
Красноусольский,53.894668,0
Кумертау,52.766666666666666,55.78333333333333
Кушнаренково,55.104927,0
Малояз,55.166666666666664,58.15
Мелеуз,52.95,55.93333333333333
Нефтекамск,56.083333333333336,54.233333333333334
Салават,53.36666666666667,55.93333333333333
Сибай,52.7,58.65
Старобалтачево,56.001214,0
Старосубхангулово,53.1,57.43333333333333
Стерлибашево,53.43333333333333,55.25
Стерлитамак,53.63333333333333,55.95
Туймазы,54.6,53.7
Уфа,54.733333333333334,55.96666666666667
Учалы,54.31666666666667,59.38333333333333
Чекмагуш,55.13333333333333,54.65
Чишмы,54.583333333333336,55.38333333333333
Янаул,56.266666666666666,54.93333333333333
Белгород,50.6,36.6
Валуйки,50.18333333333333,38.11666666666667
Вейделевка,50.15,38.45
Волоконовка,50.483333333333334,37.86666666666667
Грайворон,50.483333333333334,35.666666666666664
Ивня,51.05,36.11666666666667
Короча,50.8,37.166666666666664
Новый Оскол,50.766666666666666,37.86666666666667
Ровеньки,48.083333333333336,39.36666666666667
Старый Оскол,51.28333333333333,37.833333333333336
Чернянка,50.93333333333333,37.8
Шебекино,50.4,36.88333333333333
Белая Березка,52.38333333333333,33.483333333333334
Белые Берега,53.2,34.65
Большое Полпино,53.233333333333334,34.483333333333334
Брянск,53.25,34.36666666666667
Бытошь,53.81666666666667,34.083333333333336
Выгоничи,53.1,34.06666666666667
Дятьково,53.6,34.333333333333336
Злынка,52.43333333333333,31.733333333333334
Ивот,53.666666666666664,34.18333333333333
Карачев,53.11666666666667,34.983333333333334
Клетня,53.38333333333333,33.2
Клинцы,52.75,32.233333333333334
Комаричи,52.416666666666664,34.8
Мглин,53.05,32.833333333333336
Новозыбков,52.53333333333333,31.933333333333334
Погар,52.55,33.25
Почеп,52.93333333333333,33.45
Ржаница,53.416666666666664,33.916666666666664
Рогнедино,53.8,33.55
Севск,52.15,34.483333333333334
Стародуб,52.583333333333336,32.766666666666666
Суземка,52.31666666666667,34.06666666666667
Сураж,53.016666666666666,32.4
Трубчевск,52.583333333333336,33.766666666666666
Унеча,52.85,32.68333333333333
Багдарин,54.43333333333333,113.58333333333333
Гусиное Озеро,51.11666666666667,106.25
Гусиноозерск,51.28333333333333,106.51666666666667
Заиграево,51.833333333333336,108.25
Закаменск,50.38333333333333,103.28333333333333
Иволгинск,51.733333333333334,107.26666666666667
Кабанск,52.03333333333333,106.65
Кижинга,51.833333333333336,109.9
Курумкан,54.31666666666667,110.31666666666666
Кырен,51.666666666666664,102.13333333333334
Кяхта,50.35,106.45
Монды,51.666666666666664,100.98333333333333
Мухоршибирь,51.03333333333333,107.81666666666666
Нижнеангарск,55.78333333333333,109.56666666666666
Северобайкальск,55.63333333333333,109.31666666666666
Селенгинск,52.0,106.86666666666666
Сосново-Озерское,52.516666666666666,111.53333333333333
Таксимо,56.333333333333336,114.88333333333334
Улан-Удэ,51.833333333333336,107.61666666666666
Хоринск,52.166666666666664,109.76666666666667
Бавлены,56.38333333333333,39.55
Балакирево,56.5,38.85
Боголюбово,56.18333333333333,40.516666666666666
Великодворский,55.2471301,0
Вязники,56.233333333333334,42.11666666666667
Гороховец,56.2,42.68333333333333
Гусевский,55.6596497,0
Камешково,56.333333333333336,40.983333333333334
Карабаново,56.3,38.7
Киржач,56.15,38.86666666666667
Ковров,56.35,41.31666666666667
Кольчугино,56.3,39.38333333333333
Красная Горбатка,55.86666666666667,41.75
Меленки,55.333333333333336,41.63333333333333
Муром,55.56666666666667,42.05
Собинка,55.983333333333334,40.016666666666666
Судогда,55.95,40.86666666666667
Суздаль,56.416666666666664,40.43333333333333
Юрьев-Польский,56.5,39.68333333333333
Волгоград,48.7,44.5
Волжский,48.78333333333333,44.766666666666666
Дубовка,49.05,44.833333333333336
Жирновск,50.96666666666667,44.766666666666666
Калач-на-Дону,48.68333333333333,43.53333333333333
Камышин,50.083333333333336,45.4
Клетский,48.583333333333336,44.68333333333333
Котельниково,47.63333333333333,43.13333333333333
Котово,50.31666666666667,44.8
Кумылженская,49.86666666666667,42.583333333333336
Новоаннинский,50.516666666666666,42.666666666666664
Палласовка,50.05,46.88333333333333
Светлый Яр,48.46666666666667,44.766666666666666
Средняя Ахтуба,48.71,0
Сталинград,48.7,44.5
Старая Полтавка,50.46666666666667,46.46666666666667
Суровикино,48.6,42.85
Урюпинск,50.8,42.016666666666666
Фролово,49.766666666666666,43.65
Чернышковский,48.416666666666664,42.233333333333334
Бабаево,59.38333333333333,35.95
Белозерск,60.03333333333333,37.78333333333333
Великий Устюг,60.75,46.3
Верховажье,60.733333333333334,42.05
Вожега,60.46666666666667,40.2
Вологда,59.21666666666667,39.9
Вохтога,58.8,41.03333333333333
Вытегра,61.0,36.45
Грязовец,58.88333333333333,40.25
Кадников,59.5,40.333333333333336
Кичменгский Городок,59.983333333333334,45.8
Липин Бор,60.25,37.96666666666667
Нюксеница,60.4,44.233333333333334
Сямжа,60.016666666666666,41.05
Тарногский Городок,60.5,43.55
Тотьма,59.983333333333334,42.766666666666666
Устюжна,58.833333333333336,36.43333333333333
Харовск,59.95,40.2
Чагода,59.166666666666664,35.333333333333336
Череповец,59.11666666666667,37.9
Шексна,59.1125,37.9033
Богучар,49.93333333333333,40.55
Борисоглебск,51.36666666666667,42.083333333333336
Бутурлиновка,50.81666666666667,40.583333333333336
Верхний Мамон,50.166666666666664,40.38333333333333
Верхняя Хава,51.833333333333336,39.93333333333333
Воронеж,51.666666666666664,39.2
Елань-Коленовский,51.15,41.13333333333333
Кантемировка,49.7,39.85
Лиски,50.96666666666667,39.483333333333334
Новая Усмань,51.63333333333333,39.4
Новохоперск,51.1,41.61666666666667
Острогожск,50.86666666666667,39.06666666666667
Поворино,51.2,42.25
Подгоренский,50.4,39.65
Рамонь,51.9,39.333333333333336
Россошь,50.2,39.583333333333336
Семилуки,51.68333333333333,39.03333333333333
Хохольский,51.56666666666667,38.78333333333333
нововоронеж,51.31666666666667,39.21666666666667
Агвали,42.53333333333333,46.1
Акуша,42.274445,0
Ахты,41.45,47.733333333333334
Ачису,42.666666666666664,47.666666666666664
Бабаюрт,43.583333333333336,46.766666666666666
Бежта,42.13333333333333,46.11666666666667
Ботлих,42.65,46.21666666666667
Буйнакск,42.81666666666667,47.11666666666667
Вачи,42.06666666666667,47.2
Гергебиль,42.5,47.06666666666667
Гуниб,42.38333333333333,46.95
Дагестанские Огни,42.11666666666667,48.2
Дербент,42.069825,0
Дылым,43.06666666666667,46.63333333333333
Ершовка,59.13,77.1629
Избербаш,42.56666666666667,47.86666666666667
Карабудахкент,42.7,47.55
Карата,42.583333333333336,46.35
Каспийск,42.88333333333333,47.63333333333333
Касумкент,41.666666666666664,48.13333333333333
Кизилюрт,43.2,46.86666666666667
Кизляр,43.850245,0
Кумух,42.166666666666664,47.11666666666667
Курах,41.583333333333336,47.78333333333333
Магарамкент,41.6,48.333333333333336
Маджалис,42.122212,0
Махачкала,42.983333333333334,47.5
Мехельта,42.794829,0
Новолакское,43.11666666666667,46.483333333333334
Рутул,41.53333333333333,47.416666666666664
Терекли-Мектеб,44.165257,0
Тпиг,41.766666666666666,47.583333333333336
Уркарах,42.15,47.63333333333333
Хасавюрт,43.249937,0
Хив,41.753485,0
Хунзах,42.54,0
Цуриб,42.233333333333334,46.833333333333336
Южно-Сухокумск,44.666666666666664,45.65
Биробиджан,48.78333333333333,132.93333333333334
Верхний Ландех,56.833333333333336,42.583333333333336
Вичуга,57.2,41.916666666666664
Гаврилов Посад,56.56666666666667,40.11666666666667
Дуляпино,57,13.92
Заволжск,57.483333333333334,42.13333333333333
Иваново,56.983333333333334,40.96666666666667
Иваньковский,56.666666666666664,40.1
Ильинское-Хованское,56.9713222,0
Кинешма,57.45,42.15
Кохма,56.93333333333333,41.083333333333336
Палех,56.8,41.85
Пестяки,56.7,42.666666666666664
Приволжск,57.38333333333333,41.28333333333333
Пучеж,56.983333333333334,43.166666666666664
Тейково,56.85,40.55
Шуя,56.85,41.36666666666667
Южа,56.583333333333336,42.016666666666666
Юрьевец,57.31666666666667,43.1
Алзамай,55.55,98.66666666666667
Ангарск,52.56666666666667,103.91666666666667
Артемовский,57.333333333333336,61.88333333333333
Атагай,55.1,99.38333333333334
Байкал,53.2167,107.75
Байкальск,51.516666666666666,104.15
Балаганск,54.0,103.05
Бирюсинск,55.95,97.81666666666666
Братск,56.15,101.61666666666666
Видим,56.4,103.1
Витимский,58.220875,0
Вихоревка,56.11666666666667,101.16666666666667
Еланцы,52.78333333333333,106.36666666666666
Ербогачен,61.28333333333333,108.01666666666667
Железногорск-Илимский,56.583333333333336,104.11666666666666
Жигалово,54.8,105.13333333333334
Залари,53.55,102.5
Иркутск,52.28333333333333,104.3
Квиток,56.06666666666667,98.46666666666667
Киренск,57.78333333333333,108.1
Куйтун,54.35,101.51666666666667
Кутулик,53.35,102.78333333333333
Нижнеудинск,54.9,99.01666666666667
Саянск,54.11666666666667,102.16666666666667
Тайшет,55.93333333333333,98.01666666666667
Тулун,54.56666666666667,100.56666666666666
Усолье-Сибирское,52.75,103.65
Усть-Илимск,58.0,102.66666666666667
Усть-Кут,56.8,105.83333333333333
Усть-Ордынский,52.8,104.75
Усть-Уда,54.166666666666664,103.01666666666667
Черемхово,53.15,103.06666666666666
Чунский,56.083333333333336,99.63333333333334
Нальчик,43.485259,0
Нарткала,43.556734,0
Прохладный,43.750055,0
Терек,43.5953,47.5597
Тырныауз,43.3892665,0
Багратионовск,54.38333333333333,20.633333333333333
Балтийск,54.65,19.916666666666668
Гвардейск,54.65,21.066666666666666
Зеленоградск,54.95,20.483333333333334
Кёнигсберг,54.71666666666667,20.5
Мамоново,54.46666666666667,19.933333333333334
Неман,55.3369,21.2492
Полесск,54.86666666666667,21.1
Правдинск,54.45,21.016666666666666
Славск,55.05,21.666666666666668
